,Name,Also known as,Description,Substitutions,Scientific name
33,alfalfa sprouts,lucerne,"These are too wispy to cook, but they're great raw in salads and sandwiches.","[{'Carbs': '', 'Name': 'sunflower sprouts'}, {'Carbs': '', 'Calories': '5.9 g', 'Salt': '30 Cals.', 'Fats': '6 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '13.2 mg', 'Protein': '13 mg', 'Sugars': '3 g', 'Fiber': '4.1 g', 'Mono fats': '1.8 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'mung bean sprouts'}, {'Carbs': '', 'Calories': '9.6 g', 'Salt': '122 Cals.', 'Fats': '14 mg', 'Cholesterol': '6.7 g', 'Vitamin C': '0 mg', 'Calcium': '15.3 mg', 'Protein': '67 mg', 'Sugars': '13.1 g', 'Fiber': '0 g', 'Mono fats': '1.1 g', 'Poly fats': '1.5 g', 'Saturated fats': '3.8 g', 'Name': 'soybean sprouts'}, {'Carbs': '', 'Calories': '58.4 g', 'Salt': '323 Cals.', 'Fats': '67 mg', 'Cholesterol': '6.4 g', 'Vitamin C': '0 mg', 'Calcium': '3 mg', 'Protein': '176 mg', 'Sugars': '23 g', 'Fiber': '0 g', 'Mono fats': '24.6 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'fenugreek'}]",Medicago sativa
34,all-purpose flour,"all purpose flour, flour, plain flour (Britain)","Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'whole wheat flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'self-rising flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pastry flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cake flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cake flour'}, {'Carbs': '', 'Calories': '74.5 g', 'Salt': '345 Cals.', 'Fats': '4 mg', 'Cholesterol': '1.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '32 mg', 'Sugars': '10.5 g', 'Fiber': '0.8 g', 'Mono fats': '10.1 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.8 g', 'Name': 'barley flour'}, {'Carbs': '', 'Calories': '70.6 g', 'Salt': '335 Cals.', 'Fats': '11 mg', 'Cholesterol': '3.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '41 mg', 'Sugars': '12.6 g', 'Fiber': '2.6 g', 'Mono fats': '10 g', 'Poly fats': '0.9 g', 'Saturated fats': '0.9 g', 'Name': 'buckwheat flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '400 Cals.', 'Fats': '0 mg', 'Cholesterol': '6.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '43 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'oat flour'}, {'Carbs': '', 'Calories': '79.8 g', 'Salt': '359 Cals.', 'Fats': '5 mg', 'Cholesterol': '1.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '6 mg', 'Sugars': '6.9 g', 'Fiber': '0 g', 'Mono fats': '0.5 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice flour'}, {'Carbs': '', 'Calories': '76.9 g', 'Salt': '361 Cals.', 'Fats': '5 mg', 'Cholesterol': '3.9 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '6.9 g', 'Fiber': '0.6 g', 'Mono fats': '7.3 g', 'Poly fats': '1 g', 'Saturated fats': '1.8 g', 'Name': 'corn flour'}, {'Carbs': '', 'Calories': '75.1 g', 'Salt': '382 Cals.', 'Fats': '4 mg', 'Cholesterol': '4.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '14 mg', 'Sugars': '10.8 g', 'Fiber': '1.7 g', 'Mono fats': '3.5 g', 'Poly fats': '0.9 g', 'Saturated fats': '2.6 g', 'Name': 'millet flour'}, {'Carbs': '', 'Calories': '83.1 g', 'Salt': '357 Cals.', 'Fats': '55 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '3.8 mg', 'Protein': '65 mg', 'Sugars': '6.9 g', 'Fiber': '3.5 g', 'Mono fats': '5.9 g', 'Poly fats': '0 g', 'Saturated fats': '0.2 g', 'Name': 'potato flour'}, {'Carbs': '', 'Calories': '31.9 g', 'Salt': '434 Cals.', 'Fats': '13 mg', 'Cholesterol': '20.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '206 mg', 'Sugars': '37.8 g', 'Fiber': '7.5 g', 'Mono fats': '9.6 g', 'Poly fats': '4.6 g', 'Saturated fats': '11.7 g', 'Name': 'soy flour'}, {'Carbs': '', 'Calories': '79.8 g', 'Salt': '359 Cals.', 'Fats': '5 mg', 'Cholesterol': '1.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '6 mg', 'Sugars': '6.9 g', 'Fiber': '0 g', 'Mono fats': '0.5 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'wheat germ'}, {'Carbs': '', 'Name': 'amaranth flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '367 Cals.', 'Fats': '0 mg', 'Cholesterol': '1.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '33 mg', 'Sugars': '16.7 g', 'Fiber': '0 g', 'Mono fats': '13.3 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'spelt flour'}, {'Carbs': '', 'Calories': '70.6 g', 'Salt': '337 Cals.', 'Fats': '5 mg', 'Cholesterol': '2.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '22 mg', 'Sugars': '14.5 g', 'Fiber': '7.8 g', 'Mono fats': '11.1 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.6 g', 'Name': 'kamut flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'matzo meal'}, {'Carbs': '', 'Calories': '80 g', 'Salt': '300 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'potato starch'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'bread flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'whole wheat flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '300 Cals.', 'Fats': '0 mg', 'Cholesterol': '3.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '10 g', 'Fiber': '0 g', 'Mono fats': '16.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rye flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '300 Cals.', 'Fats': '0 mg', 'Cholesterol': '3.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '10 g', 'Fiber': '0 g', 'Mono fats': '16.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rye flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '300 Cals.', 'Fats': '0 mg', 'Cholesterol': '3.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '10 g', 'Fiber': '0 g', 'Mono fats': '16.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rye flour'}, {'Carbs': '', 'Calories': '73.1 g', 'Salt': '338 Cals.', 'Fats': '2 mg', 'Cholesterol': '1.8 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '35 mg', 'Sugars': '13.2 g', 'Fiber': '0 g', 'Mono fats': '14.6 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.8 g', 'Name': 'triticale flour'}, {'Carbs': '', 'Calories': '74.5 g', 'Salt': '345 Cals.', 'Fats': '4 mg', 'Cholesterol': '1.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '32 mg', 'Sugars': '10.5 g', 'Fiber': '0.8 g', 'Mono fats': '10.1 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.8 g', 'Name': 'barley flour'}, {'Carbs': '', 'Calories': '79.8 g', 'Salt': '359 Cals.', 'Fats': '5 mg', 'Cholesterol': '1.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '6 mg', 'Sugars': '6.9 g', 'Fiber': '0 g', 'Mono fats': '0.5 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice flour'}, {'Carbs': '', 'Calories': '70.6 g', 'Salt': '335 Cals.', 'Fats': '11 mg', 'Cholesterol': '3.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '41 mg', 'Sugars': '12.6 g', 'Fiber': '2.6 g', 'Mono fats': '10 g', 'Poly fats': '0.9 g', 'Saturated fats': '0.9 g', 'Name': 'buckwheat flour'}, {'Carbs': '', 'Calories': '76.9 g', 'Salt': '361 Cals.', 'Fats': '5 mg', 'Cholesterol': '3.9 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '6.9 g', 'Fiber': '0.6 g', 'Mono fats': '7.3 g', 'Poly fats': '1 g', 'Saturated fats': '1.8 g', 'Name': 'corn flour'}, {'Carbs': '', 'Calories': '75.1 g', 'Salt': '382 Cals.', 'Fats': '4 mg', 'Cholesterol': '4.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '14 mg', 'Sugars': '10.8 g', 'Fiber': '1.7 g', 'Mono fats': '3.5 g', 'Poly fats': '0.9 g', 'Saturated fats': '2.6 g', 'Name': 'millet flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '400 Cals.', 'Fats': '0 mg', 'Cholesterol': '6.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '43 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'oat flour'}, {'Carbs': '', 'Calories': '83.1 g', 'Salt': '357 Cals.', 'Fats': '55 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '3.8 mg', 'Protein': '65 mg', 'Sugars': '6.9 g', 'Fiber': '3.5 g', 'Mono fats': '5.9 g', 'Poly fats': '0 g', 'Saturated fats': '0.2 g', 'Name': 'potato flour'}, {'Carbs': '', 'Calories': '31.9 g', 'Salt': '434 Cals.', 'Fats': '13 mg', 'Cholesterol': '20.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '206 mg', 'Sugars': '37.8 g', 'Fiber': '7.5 g', 'Mono fats': '9.6 g', 'Poly fats': '4.6 g', 'Saturated fats': '11.7 g', 'Name': 'soy flour'}, {'Carbs': '', 'Calories': '50.7 g', 'Salt': '565 Cals.', 'Fats': '0 mg', 'Cholesterol': '25.4 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '9.9 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'soya flour'}, {'Carbs': '', 'Name': 'quinoa flour'}, {'Carbs': '', 'Calories': '79.8 g', 'Salt': '359 Cals.', 'Fats': '5 mg', 'Cholesterol': '1.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '6 mg', 'Sugars': '6.9 g', 'Fiber': '0 g', 'Mono fats': '0.5 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'wheat germ'}, {'Carbs': '', 'Name': 'amaranth flour'}, {'Carbs': '', 'Calories': '73.3 g', 'Salt': '367 Cals.', 'Fats': '0 mg', 'Cholesterol': '1.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '33 mg', 'Sugars': '16.7 g', 'Fiber': '0 g', 'Mono fats': '13.3 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'spelt flour'}, {'Carbs': '', 'Calories': '70.6 g', 'Salt': '337 Cals.', 'Fats': '5 mg', 'Cholesterol': '2.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '22 mg', 'Sugars': '14.5 g', 'Fiber': '7.8 g', 'Mono fats': '11.1 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.6 g', 'Name': 'kamut flour'}, {'Carbs': '', 'Name': 'water chestnut flour'}, {'Carbs': '', 'Name': 'corn starch'}, {'Carbs': '', 'Calories': '87.5 g', 'Salt': '375 Cals.', 'Fats': '300 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'tapioca starch'}]",Triticum aestivum
35,alligator,,"Alligator meat is lean and mild and people say it tastes like a combination of pork, chicken, and rabbit.  The best meat comes from the tail.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'turtle'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'chicken'}]",Alligator mississippiensis
36,allspice,"clove pepper, Jamaica pepper, myrtle pepper, newspice, pimento, pimiento, toute-epice","Allspice comes from a single tree, but it tastes like a mixture of cinnamon, cloves, and nutmeg.  You can buy it already ground, but for better flavor and a longer shelf life, buy the berries and grind them yourself.","[{'Carbs': '', 'Calories': '26.9 g', 'Salt': '82.3 Cals.', 'Fats': '3.3 mg', 'Cholesterol': '0.4 g', 'Name': 'cinnamon'}, {'Carbs': '', 'Calories': '40.3 g', 'Salt': '123.5 Cals.', 'Fats': '5 mg', 'Cholesterol': '0.6 g', 'Name': 'clove'}, {'Carbs': '', 'Calories': '36.1 g', 'Salt': '124.5 Cals.', 'Fats': '7.5 mg', 'Cholesterol': '1.1 g', 'Name': 'nutmeg'}]",
37,almond,sweet almond,"Almonds have a crunchy texture and a rich, delicate flavor that's especially good in desserts, like candy, ice cream, tortes, and coffee cake. To intensify their flavor, toast them on a baking pan in a 325° degree oven, stirring occasionally, until they're golden (about 15 minutes for whole almonds).  You can buy almonds shelled or unshelled, blanched, sliced, slivered, ground, or chopped.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'hazelnut'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Brazil nut'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cashew'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pistachio nut'}]",Prunus dulcis
38,almond butter,,"Almond butter is grittier and more expensive than peanut butter, but it can substitute for peanut butter in many recipes.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'almond'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'peanut butter'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cashew butter'}]",Prunus dulcis
39,almond extract,,"This is made with almond oil and alcohol, and it's especially good in cookies and cakes. It's potent, so recipes usually call for no more than a teaspoon. Bitter almond extract is even stronger.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'vanilla extract'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'almond liqueur'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'bitter almond'}]",Prunus dulcis
40,Alphonso olives,Alfonso olive,"This large Chilean olive is cured in a wine or wine vinegar solution, which gives it a beautiful dark purple color and tart flavor. Its flesh is very tender and slightly bitter.","[{'Carbs': '', 'Calories': '13.3 g', 'Salt': '233 Cals.', 'Fats': '2133 mg', 'Cholesterol': '16.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '6.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Kalamata olives'}, {'Carbs': '', 'Calories': '17.7 g', 'Salt': '265 Cals.', 'Fats': '1412 mg', 'Cholesterol': '17.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Gaeta olives'}]",Olea europaea
41,aluminum foil,tin foil,"This is an excellent all-purpose wrapper, able to withstand both heat and cold. It's the best choice if you're wrapping foods for freezer storage, since it works better than plastic wrap at preventing moisture loss.","[{'Carbs': '', 'Name': 'plastic wrap'}, {'Carbs': '', 'Name': 'wax paper'}]",
42,Amphissa olives,"Amfisa olive, Amfissa olive",These are dark purple Greek olives that are hard to find in the U.S. They're great for snacking.,"[{'Carbs': '', 'Calories': '13.3 g', 'Salt': '233 Cals.', 'Fats': '2133 mg', 'Cholesterol': '16.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '6.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Kalamata olives'}, {'Carbs': '', 'Calories': '17.7 g', 'Salt': '265 Cals.', 'Fats': '1412 mg', 'Cholesterol': '17.7 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Gaeta olives'}]",Olea europaea
43,anchovy paste,,"Supermarkets carry tubes of anchovy paste, usually near the canned tuna.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'anchovies'}, {'Carbs': '', 'Name': 'shrimp paste'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'fish sauce'}]",Engraulidae
44,apple blossoms,,,"[{'Carbs': '', 'Name': 'peach blossoms'}, {'Carbs': '', 'Name': 'plum blossoms'}]",Malus domestica
